Nom;Pays;Date_debut;Date_fin;Ville;Nombre;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
Coroner;Suisse;1983;false;Zurich;2;0;0;0;0;0;Main 02;0;0;0;0;0;Altar
Corrosion of Conformity;Etats-Unis;1982;false;Raleigh;1;0;0;0;0;0;Terrorizer tent;0;0;0;0;0;0
Corrosive Elements;France;2005;false;Paris;1;0;0;0;0;0;0;0;0;0;0;Altar;0
Cortez;Suisse;NA;false;NA;1;Hard n'Heavy stage;0;0;0;0;0;0;0;0;0;0;0
Corvus Corax;Allemagne;1989-12;false;NA;1;0;0;0;0;0;0;0;0;0;0;0;Temple
Coupe Gorge;France;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;0;Metal Corner
Cover Kill;Suisse;NA;NA;NA;1;0;0;0;0;0;0;Metal Corner;0;0;0;0;0
Cowards;France;2012;false;NA;1;0;0;0;0;0;0;0;0;0;0;Warzone;0
Cradle of Filth;Angleterre;1991;false;Ipswich;4;Main;0;0;Main 01;0;Rock Hard tent;0;Temple;0;Temple;0;0
Craft;Suède;NA;false;NA;1;0;0;0;0;0;0;0;0;0;Temple;0;0
Cranks;France;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;0;Metal Corner
Crashdïet;Suède;2000;false;NA;1;0;0;0;0;0;0;Main 01;0;0;0;0;0
Crimson Daze;France;NA;NA;NA;1;0;0;0;0;0;0;Metal Corner;0;0;0;0;0
Crippled Black Phoenix;Angleterre;2004;false;Bristol;1;0;0;0;0;0;0;0;0;0;0;0;Valley
Crobot;Etats-Unis;2011;false;Pottsville;1;0;0;0;0;0;0;0;0;0;0;Valley;0
Cro-Mags;Etats-Unis;1982;false;New York;1;0;0;0;Terrorizer tent;0;0;0;0;0;0;0;0
Crossfaith;Japon;2006;false;Osaka;1;0;0;0;0;0;0;0;0;Main 01;0;0;0
Crowbar;Etats-Unis;NA;NA;NA;2;0;0;0;0;Main 02;0;0;0;Main 01;0;0;0
Cruachan;Irlande;1992;false;Dublin;1;0;0;0;0;0;0;0;0;0;0;Temple;0
Crucified Barbara;Suède;1998;true;Stockholm;1;0;0;0;0;0;Main 01;0;0;0;0;0;0
Crusher;France;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;Altar;0;0
Crushing Caspars;Allemagne;NA;false;NA;1;0;0;0;0;0;0;0;0;Warzone;0;0;0
Crypt Sermon;Etats-Unis;NA;false;NA;1;0;0;0;0;0;0;0;0;0;0;0;Altar
Cryptopsy;Canada;1992;false;Montreal;2;0;0;0;0;0;0;0;Altar;0;0;0;Altar
Cult of Luna;Suède;1998;false;Umeå;2;0;0;Discover stage;0;0;0;0;Valley;0;0;0;0
Cynic;Etats-Unis;NA;false;NA;1;0;Gibson stage;0;0;0;0;0;0;0;0;0;0
D.R.I.;Etats-Unis;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;0;Warzone
D.Usk;NA;NA;NA;NA;1;0;0;0;0;0;0;Valley;0;0;0;0;0
D-A-D;Danemark;NA;false;NA;1;0;0;0;0;0;0;Main 01;0;0;0;0;0
Dagoba;France;1997;false;Marseille;3;Hard n'Heavy stage;0;0;Main 01;0;Main 02;0;0;Main 02;0;0;0
Damnation A.D.;Etats-Unis;1992;false;Washington;1;Hard n'Heavy stage;0;0;0;0;0;0;0;0;0;0;0
Dance Laury Dance;NA;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;Metal Corner;0
Dancefloor Disaster;France;NA;false;NA;1;0;0;0;0;0;0;0;Metal Corner;0;0;0;0
Danforth;France;2003;false;NA;1;0;0;0;0;0;0;0;Metal Corner;0;0;0;0
Danko Jones;Canada;NA;false;NA;2;Main;0;Main;0;0;0;0;Main 01;0;0;0;0
Danzig;Etats-Unis;1987;false;Lodi;1;0;0;0;0;0;0;0;Valley;0;0;0;0
Dark Angel;Etats-Unis;NA;false;NA;1;0;0;0;0;0;0;0;0;Main 01;0;0;0
Dark Fortress;Allemagne;1994;false;NA;1;0;0;0;0;0;0;0;0;0;0;Temple;0
Dark Funeral;Suède;1993;false;NA;3;0;0;0;0;Rock Hard tent;0;0;Temple;0;0;Temple;0
Dark Tranquility;Suède;NA;false;NA;3;0;Main;0;0;0;Rock Hard tent;0;0;0;Main 02;0;0
Darkest Hour;Etats-Unis;1995;false;Washington;1;Main;0;0;0;0;0;Warzone;0;0;0;0;0
Darkness Dynamite;France;2006;false;Paris;1;0;0;0;0;0;0;0;0;Main 02;0;0;0
Darkspace;Suisse;1999;false;NA;1;0;0;0;0;0;0;Temple;0;0;0;0;0
Dead Congregation;Grèce;2004;false;Athens;1;0;0;0;0;0;0;0;Altar;0;0;0;0
Dead Kennedys;Etats-Unis;1978-06;false;San Francisco;1;Main;0;0;0;0;0;0;0;0;Warzone;0;0
Dead to Fall;Etats-Unis;1999;true;Chicago;1;Main;0;0;0;0;0;0;0;0;0;0;0
Deadly Whispers;France;NA;NA;NA;1;0;0;0;0;0;0;0;0;Metal Corner;0;0;0
Deafheaven;Etats-Unis;2010;false;San Francisco;1;0;0;0;0;0;0;0;0;0;0;0;Temple
Death Alley;Pays-Bas;2013;false;Amsterdam;1;0;0;0;0;0;0;0;0;0;0;Valley;0
Death Angel;Etats-Unis;1982;false;San Francisco;3;0;0;Second stage;0;0;0;Main 02;0;Main 02;0;0;0
Death Before Dishonor;Etats-Unis;NA;NA;NA;1;0;0;0;0;0;0;Warzone;0;0;0;0;0
Death Engine;France;NA;false;NA;1;0;0;0;0;0;0;0;0;0;Valley;0;0
Death to All;Etats-Unis;NA;false;NA;1;0;0;0;0;0;0;0;0;Altar;0;0;0
Deathcode Society;France;NA;false;NA;1;0;0;0;0;0;0;0;0;0;0;0;Temple
Decapitated;Pologne;1996;false;Krosno;2;0;0;0;0;Rock Hard tent;0;0;0;0;0;0;Altar
Dee Snider;Etats-Unis;20163;false;Astoria;1;0;0;0;0;0;0;0;0;0;0;0;Main 02
Deep in Hate;France;2003;false;NA;1;0;0;0;0;0;0;0;0;0;Altar;0;0
Deep Purple;Angleterre;1968;false;Hertford;2;0;0;0;0;0;0;0;0;Main 01;0;0;Main 01
Deez Nuts;Australie;2007;false;Melbourne;3;0;0;0;0;0;Terrorizer tent;0;Warzone;0;0;0;Warzone
Def Leppard;Angleterre;1977;false;Sheffield;1;0;0;0;0;0;0;0;Main 01;0;0;0;0
dEFDUMp;Luxembourg;NA;false;NA;1;0;Discover stage;0;0;0;0;0;0;0;0;0;0
Defeater;Etats-Unis;2004;false;Boston;1;0;0;0;0;0;0;0;0;0;Warzone;0;0
Deftones;Etats-Unis;1988;false;Sacramento;1;0;0;0;0;Main 01;0;0;0;0;0;0;0
Deicide;Etats-Unis;1987;false;Tampa;1;0;0;0;0;0;0;0;0;0;0;Temple;0
Delain;Pays-Bas;2002;false;Zwolle;2;0;0;0;0;Main 01;0;0;0;0;0;Main 01;0
Déluge;France;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;0;Temple
Demented Are Go!;Pays de Galles;NA;NA;NA;1;Hard n'Heavy stage;0;0;0;0;0;0;0;0;0;0;0
Der Weg einer Freiheit;Allemagne;2009-02;false;Würzburg;1;0;0;0;0;0;0;0;0;0;Temple;0;0
Despise You;Etats-Unis;NA;false;NA;1;0;0;0;0;0;0;0;0;0;Warzone;0;0
Despised Icon;Canada;2002;false;Montreal;1;0;0;0;Terrorizer tent;0;0;0;0;0;0;0;0
Destinity;France;1996-07;false;NA;1;0;Discover stage;0;0;0;0;0;0;0;0;0;0
Deströyer 666;Australie;1994-05;false;NA;2;0;0;0;Rock Hard tent;0;0;0;0;Temple;0;0;0
Destruction;Allemagne;1983;false;Weil am Rhein;2;0;0;0;Main 02;0;Main 02;0;0;0;0;0;0
Desultory;Suède;NA;false;NA;1;0;0;0;0;0;0;0;0;0;Altar;0;0
DevilDriver;Etats-Unis;2003;false;Santa Barbara;2;Hard n'Heavy stage;0;0;Main 01;0;0;Main 02;0;0;0;0;0
DevilDriver;Etats-Unis;2003;false;Santa Barbara;1;0;0;0;0;0;0;0;0;0;0;0;Main 02
Devil's Blood;Pays-Bas;2007;true;NA;2;0;0;0;0;Terrorizer tent;0;Valley;0;0;0;0;0
Devin Townsend Project;Canada;NA;false;NA;2;0;0;0;0;Main 02;0;0;0;0;0;0;Main 01
Dew-Scented;Allemagne;1992;false;NA;2;0;Main;0;0;Main 02;0;0;0;0;0;0;0
Dillinger Escape Plan;Etats-Unis;1997-03;true;Morris Plains;2;0;0;Second stage;0;Terrorizer tent;0;0;0;0;0;0;0
Dimmu Borgir;Norvège;1993;false;Oslo;2;0;0;Main;0;0;0;Temple;0;0;0;0;0
Dirty Fonzy;France;2003;false;NA;1;0;0;0;0;0;0;0;0;0;0;Warzone;0
Dirty Rotten Imbeciles;Etats-Unis;2011;false;Norwich;1;0;0;0;0;0;Terrorizer tent;0;0;0;0;0;0
Discharge;Angleterre;1978;true;NA;3;0;0;0;0;Terrorizer tent;0;Warzone;0;0;0;Warzone;0
Discipline;Pays-Bas;NA;NA;NA;1;0;0;0;0;Terrorizer tent;0;0;0;0;0;0;0
Disfear;Suède;1989;false;NA;1;0;0;Discover stage;0;0;0;0;0;0;0;0;0
Disturbed;Etats-Unis;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;Main 02;0
DJ Kemical Kem;France;NA;NA;NA;1;0;0;0;0;0;0;Metal Corner;0;0;0;0;0
DJ Kurgan;France;NA;NA;NA;1;0;0;0;0;0;0;0;Metal Corner;0;0;0;0
DJ McFly;France;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;0;Metal Corner
DJ Mike Rock;France;NA;false;NA;6;0;0;0;0;0;0;Metal Corner;Metal Corner;Metal Corner;Metal Corner;Metal Corner;Metal Corner
DJ Pam Lee;NA;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;Metal Corner;0
DJ Psychoterror;France;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;0;Metal Corner
DJ Spideric;France;NA;false;NA;2;0;0;0;0;0;0;Metal Corner;Metal Corner;0;0;0;0
DJ Twisted Sisters;Etats-Unis;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;Metal Corner;0
DJ X-Gore;France;NA;false;NA;2;0;0;0;0;0;0;0;0;Metal Corner;Metal Corner;0;0
Djerv;Norvège;2010;false;Oslo;1;0;0;0;0;0;0;Temple;0;0;0;0;0
Do or Die;Belgique;NA;NA;NA;1;0;0;0;0;0;0;Main 02;0;0;0;0;0
Doctor Livingstone;France;1998;false;Montpellier;1;0;0;0;0;0;0;0;0;0;Temple;0;0
Dødheimsgard;Norvège;1994;false;NA;2;0;0;0;0;0;Rock Hard tent;0;0;0;0;0;Temple
Dog Eat Dog;Etats-Unis;NA;false;NA;1;0;0;0;0;0;0;Warzone;0;0;0;0;0
Doom;Angleterre;NA;NA;NA;1;0;0;0;0;Terrorizer tent;0;0;0;0;0;0;0
Doomriders;Etats-Unis;2004;false;NA;1;0;0;0;0;0;0;Valley;0;0;0;0;0
Dordeduh;Roumanie;2009;false;Timi?oara;1;0;0;0;0;0;0;0;0;Temple;0;0;0
Dornfall;France;NA;false;NA;1;0;Discover stage;0;0;0;0;0;0;0;0;0;0
Doro;Allemagne;NA;false;NA;1;0;0;0;0;0;Main 02;0;0;0;0;0;0
Down;Etats-Unis;1991;false;New Orleans;3;0;0;0;Main 01;0;Main 01;0;Main 01;0;0;0;0
Downfall of Gaia;Allemagne;2008;false;Hanover;1;0;0;0;0;0;0;0;0;Valley;0;0;0
Doyle Airence;France;NA;false;NA;1;0;0;0;0;0;0;0;0;Main 02;0;0;0
Dozer;Suède;NA;NA;NA;1;0;0;0;0;0;0;0;0;Valley;0;0;0
Dr. Living Dead!;Suède;NA;NA;NA;1;0;0;0;0;0;0;0;Main 02;0;0;0;0
DragonForce;Angleterre;1999-09;false;London;2;0;0;0;Main 01;0;0;0;0;0;0;Main 02;0
Dream Theater;Etats-Unis;1986-09;false;Boston;2;0;Main;0;Main 01;0;0;0;0;0;0;0;0
Dropkick Murphys;Etats-Unis;1996;false;Quincy;2;0;0;0;0;0;0;Main 02;0;0;0;Main 02;0
Drowned;Allemagne;NA;false;NA;1;0;0;0;0;0;0;0;0;0;0;Altar;0
Drowning;France;1996;false;Paris;1;Main;0;0;0;0;0;0;0;0;0;0;0
Duff McKagan's Loaded;Etats-Unis;1999;false;Seattle;1;0;0;0;0;0;Main 01;0;0;0;0;0;0
Dust Bolt;Allemagne;2006;false;NA;1;0;0;0;0;0;0;0;0;0;0;Altar;0
Dwarves;Etats-Unis;1983;false;Chicago;1;0;0;0;0;0;Main 02;0;0;0;0;0;0
Dying Fetus;Etats-Unis;1991;false;Upper Marlboro;3;0;0;Discover stage;0;0;0;Altar;0;0;Altar;0;0
Dylath-Leen;France;1999;false;Cambrai;1;0;Discover stage;0;0;0;0;0;0;0;0;0;0
Dÿse;Allemagne;37778;false;NA;1;0;0;0;0;0;0;Valley;0;0;0;0;0
Eagle Twin;Etats-Unis;2007;false;NA;1;0;0;0;0;0;0;0;Valley;0;0;0;0
Earth;Etats-Unis;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;Valley;0
Earth Crisis;Etats-Unis;1992;true;Syracuse;1;0;Gibson stage;0;0;0;0;0;0;0;0;0;0
Edguy;Allemagne;1992;false;Fulda;2;0;Gibson stage;0;0;0;0;Main 02;0;0;0;0;0
Elder;Etats-Unis;1995;true;Virginia Beach;1;0;0;0;0;0;0;0;0;0;Valley;0;0
Electric Mary;Australie;2003;false;Melbourne;1;0;0;0;0;Main 01;0;0;0;0;0;0;0
Electric Wizard;Angleterre;1993;false;Dorset;4;0;0;0;Terrorizer tent;0;Terrorizer tent;0;0;Valley;0;0;Valley
Ellips3;France;NA;NA;NA;1;0;0;0;0;0;0;0;Metal Corner;0;0;0;0
Ellispsis;France;NA;NA;NA;1;0;Discover stage;0;0;0;0;0;0;0;0;0;0
Eluveitie;Suisse;2002;false;Winterthur;3;0;0;Main;0;Main 02;0;0;0;Temple;0;0;0
Emmure;Etats-Unis;2003;false;NA;1;0;0;0;0;0;0;Warzone;0;0;0;0;0
Emperor;Norvège;NA;NA;NA;3;0;Main;0;0;0;0;0;0;Main 02;0;0;Temple
Emptiness;Belgique;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;0;Altar
Empyrium;Allemagne;1994;false;NA;1;0;0;0;0;0;0;0;0;0;0;Temple;0
Endstand;Finlande;1996;true;Riihimäki;1;Hard n'Heavy stage;0;0;0;0;0;0;0;0;0;0;0
Endstille;Allemagne;2000;false;NA;1;0;0;0;0;0;0;Temple;0;0;0;0;0
Enlighted;France;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;Metal Corner;0;0
Ensiferum;Finlande;1995;false;NA;2;0;0;0;0;Main 02;0;0;0;0;Temple;0;0
Enslaved;Norvège;NA;NA;NA;5;0;Gibson stage;0;Rock Hard tent;0;0;Temple;0;Temple;0;Temple;0
Enthroned;Belgique;1993;false;Brussels;1;0;0;0;0;0;0;0;0;0;Temple;0;0
Entombed;Suède;1989;false;Stockholm;2;Main;0;0;Rock Hard tent;0;0;Altar;0;0;0;0;0
Entombed A.D.;Suède;2014;false;NA;1;0;0;0;0;0;0;0;0;0;0;Altar;0
Entrails;Suède;1990;false;NA;1;0;0;0;0;0;0;0;0;0;0;Altar;0
Envy;Japon;NA;NA;NA;2;0;0;Discover stage;0;0;0;0;0;0;Valley;0;0
Ephel Duath;Italie;1998-02;true;Padua;1;0;Gibson stage;0;0;0;0;0;0;0;0;0;0
Epica;Pays-Bas;NA;false;NA;3;0;Main;0;Main 01;0;0;0;0;0;Main 02;0;0
Equilibrium;Allemagne;NA;false;NA;3;0;0;0;0;0;0;0;Temple;Temple;0;0;Temple
Ereb Altor;Suède;2003;false;NA;1;0;0;0;0;0;0;0;0;0;0;0;Temple
Eryn Non Dae;France;2009;false;Toulouse;2;0;Discover stage;0;0;0;0;0;Valley;0;0;0;0
Escarres;France;NA;false;NA;1;0;0;0;0;0;0;Metal Corner;0;0;0;0;0
Eths;France;1999;false;Marseille;2;0;0;Main;0;0;0;0;0;0;Main 01;0;0
Europe;Suède;NA;false;NA;2;0;0;0;Main 01;0;0;0;Main 01;0;0;0;0
Evergrey;Suède;1995;false;NA;1;0;0;0;0;0;0;0;0;0;0;0;Main 02
Every Time I Die;Etats-Unis;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;0;Warzone
Evile;Angleterre;2004;false;NA;2;0;0;Discover stage;0;Main 01;0;0;0;0;0;0;0
Evoken;Etats-Unis;1992-04;false;NA;1;0;0;0;0;0;0;0;Altar;0;0;0;0
Ex Deo;Canada;2008;false;Montreal;1;0;0;0;0;Rock Hard tent;0;0;0;0;0;0;0
Exhumed;Etats-Unis;NA;NA;NA;2;0;0;0;0;0;Rock Hard tent;0;0;0;0;0;Altar
Exodus;Etats-Unis;NA;NA;NA;3;0;0;0;0;Main 02;0;Main 02;0;0;Main 02;0;0
Extinction of Mankind;Angleterre;1992;false;NA;1;0;0;0;0;0;0;Warzone;0;0;0;0;0
Extreme;Etats-Unis;NA;false;NA;1;0;0;0;0;0;0;0;0;Main 01;0;0;0
Eyehategod;Etats-Unis;1988;false;New Orleans;3;0;0;0;Main 02;0;Terrorizer tent;0;0;0;Valley;0;0
Faith No More;Etats-Unis;1983;false;San Francisco;1;0;0;0;0;0;0;0;0;0;Main 02;0;0
Fallujah;Etats-Unis;2007;false;San Francisco;1;0;0;0;0;0;0;0;0;0;0;Altar;0
Fear Factory;Etats-Unis;33177;false;Los Angeles;1;0;0;0;0;Main 01;0;0;0;0;0;0;0
Fields of the Nephilim;Angleterre;1984;false;NA;1;0;0;0;0;Rock Hard tent;0;0;0;0;0;0;0
Finntroll;Finlande;1997-05;false;Helsinki;3;0;0;0;0;Main 02;0;0;Temple;0;Temple;0;0
Firespawn;Suède;2015;false;NA;1;0;0;0;0;0;0;0;0;0;0;0;Altar
Firewind;Grèce;1998;false;Thessaloniki;1;0;0;0;0;0;Main 01;0;0;0;0;0;0
First Blood;Etats-Unis;1984;true;Kent;1;0;0;0;0;0;0;0;0;Warzone;0;0;0
Five Finger Death Punch;Etats-Unis;2005;false;Las Vegas;2;0;0;0;0;0;0;0;0;0;Main 02;0;Main 02
Fleshgod Apocalypse;Italie;2007;false;NA;1;0;0;0;0;0;0;0;0;0;0;Temple;0
Flogging Molly;Etats-Unis;1996;false;Los Angeles;1;0;0;0;0;0;0;0;0;Warzone;0;0;0
Forbidden;Etats-Unis;1987;true;Hayward;1;0;0;Second stage;0;0;0;0;0;0;0;0;0
Foreigner;Etats-Unis;1976;false;New York;1;0;0;0;0;0;0;0;0;0;0;Main 01;0
Frank Carter & The Rattlesnakes;NA;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;0;Warzone
Freak Kitchen;Suède;1992;false;NA;1;0;0;0;0;Main 01;0;0;0;0;0;0;0
From Ashes Rise;Etats-Unis;1997;true;NA;1;0;0;0;0;0;0;Warzone;0;0;0;0;0
Fu Manchu;Etats-Unis;1990;false;San Clemente;1;0;0;0;0;0;0;0;0;0;0;Valley;0
Fubar;Pologne;NA;NA;NA;1;0;Discover stage;0;0;0;0;0;0;0;0;0;0
Fueled by Fire;Etats-Unis;2001;false;NA;1;0;0;0;0;0;0;0;0;Main 02;0;0;0
Furia;France;NA;NA;NA;1;0;Discover stage;0;0;0;0;0;0;0;0;0;0
Gadget;Suède;NA;NA;NA;1;Main;0;0;0;0;0;0;0;0;0;0;0
Gallows;Angleterre;2005;false;Watford;1;0;0;0;0;0;0;0;Warzone;0;0;0;0
Gama Bomb;Irlande;NA;NA;NA;2;0;0;0;Main 01;0;0;Main 02;0;0;0;0;0
Gamma Ray;Allemagne;NA;NA;NA;1;0;0;Second stage;0;0;0;0;0;0;0;0;0
GBH;Angleterre;NA;false;NA;1;Main;0;0;0;0;0;0;0;0;0;0;0
Gehenna;Norvège;NA;NA;NA;1;0;0;0;0;0;0;0;0;Temple;0;0;0
General Surgery;Suède;1988;false;NA;1;0;0;0;0;Rock Hard tent;0;0;0;0;0;0;0
Gérard Baste;France;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;0;Metal Corner
Ghost;Suède;NA;false;NA;3;0;0;0;0;0;Terrorizer tent;0;Main 02;0;0;Main 02;0
Ghost Bath;Etats-Unis;2012;false;NA;1;0;0;0;0;0;0;0;0;0;0;0;Temple
Ghost Brigade;Finlande;2005;false;NA;3;0;0;Discover stage;0;Terrorizer tent;0;0;0;0;Main 02;0;0
Ghoul;Etats-Unis;NA;false;NA;1;0;0;0;0;0;0;0;0;0;0;0;Altar
Girlschool;Angleterre;1978;false;London;2;0;0;0;Main 01;0;0;Main 01;0;0;0;0;0
Glenn Hughes;Angleterre;1942;true;NA;1;0;0;0;0;0;0;0;0;0;0;Main 01;0
Glorior Belli;France;2002;false;NA;1;0;0;0;0;0;0;Temple;0;0;0;0;0
Glowsun;France;1997;false;NA;1;0;0;0;0;0;0;0;0;0;Valley;0;0
Go It Alone;Allemagne;NA;NA;NA;1;Hard n'Heavy stage;0;0;0;0;0;0;0;0;0;0;0
Goatsnake;Etats-Unis;1996;false;Los Angeles;2;0;0;0;0;0;Terrorizer tent;0;0;0;0;Valley;0
God Forbid;Etats-Unis;1996;true;New Jersey;1;0;0;0;Main 02;0;0;0;0;0;0;0;0
God Seed;Norvège;2007;true;Bergen;2;0;0;0;Rock Hard tent;0;0;0;Temple;0;0;0;0
Godflesh;Angleterre;1988;false;Birmingham;2;0;0;0;0;Terrorizer tent;0;0;0;Valley;0;0;0
Godsmack;Etats-Unis;1996;false;NA;1;0;0;0;0;0;0;0;0;0;Main 02;0;0
Gojira;France;NA;NA;NA;3;Main;0;0;Main 01;0;0;0;Main 01;0;0;Main 01;0
Gokan;France;NA;false;NA;1;0;0;0;Main 02;0;0;0;0;0;0;0;0
Gorgoroth;Norvège;1992;false;Bergen;1;0;0;0;0;0;0;0;0;Temple;0;0;0
Gorguts;Canada;1989;false;Sherbrooke;1;0;0;0;0;0;0;0;0;Altar;0;0;0
Gorod;France;2005;false;NA;2;0;0;0;0;Main 02;0;Altar;0;0;0;0;0
Gotthard;Suisse;1992;false;Lugano;1;0;0;0;0;0;0;Main 01;0;0;0;0;0
Grand Magus;Suède;1996;false;Stockholm;3;0;0;0;Rock Hard tent;0;Terrorizer tent;0;0;0;0;Altar;0
Grave;Suède;1983;false;NA;1;0;0;0;0;0;Rock Hard tent;0;0;0;0;0;0
Grave Pleasures (Beastmilk);Finlande;2015;false;NA;1;0;0;0;0;0;0;0;0;0;Temple;0;0
Graveyard;Suède;2006-11;true;Gothenburg;1;0;0;0;0;0;0;0;Valley;0;0;0;0
Guida;Italie;NA;false;NA;1;0;0;0;0;0;0;0;0;0;Main 01;0;0
Guns N' Roses;Etats-Unis;1985-03;false;Los Angeles;1;0;0;0;0;0;0;Main 01;0;0;0;0;0
Guns Up;Etats-Unis;NA;false;NA;1;Hard n'Heavy stage;0;0;0;0;0;0;0;0;0;0;0
Gutterdämmerung;NA;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;Warzone;0
Gutworm;Angleterre;NA;false;NA;1;0;Discover stage;0;0;0;0;0;0;0;0;0;0
H2O;Etats-Unis;NA;false;NA;1;0;0;0;0;0;0;Warzone;0;0;0;0;0
