Nom;Pays;Date_debut;Date_fin;Ville;Nombre;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
Hacride;France;2001;false;NA;2;0;Discover stage;0;Rock Hard tent;0;0;0;0;0;0;0;0
Haemorrhage;Espagne;NA;NA;NA;1;0;0;0;0;0;0;0;Altar;0;0;0;0
Haemorrhage;Espagne;NA;true;NA;2;0;0;Discover stage;0;0;0;0;Altar;0;0;0;0
Hail of Bullets;Pays-Bas;2006;true;NA;2;0;0;0;0;0;Rock Hard tent;0;0;Altar;0;0;0
Haken;Angleterre;2007;false;London;1;0;0;0;0;0;0;0;0;0;Main 02;0;0
Halestorm;Etats-Unis;1998;false;NA;1;0;0;0;0;0;0;0;0;0;0;Main 01;0
Hamlet;Espagne;NA;false;NA;1;0;0;0;0;0;0;Main 02;0;0;0;0;0
HammerFall;Suède;1993;false;Gothenburg;1;0;0;0;0;0;Main 01;0;0;0;0;0;0
Hangman's Chair;France;2005;false;NA;2;0;0;0;0;0;Terrorizer tent;0;0;0;0;Valley;0
Hank 3;Etats-Unis;NA;false;NA;1;0;0;0;0;0;0;Valley;0;0;0;0;0
Happyface;France;NA;NA;NA;1;Hard n'Heavy stage;0;0;0;0;0;0;0;0;0;0;0
Hardcore Superstar;Suède;1997;false;Gothenburg;1;0;0;0;0;0;0;0;Main 01;0;0;0;0
Hark;Pays de Galles;40393;false;Swansea;1;0;0;0;0;0;0;0;0;Valley;0;0;0
Harm Done;France;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;0;Warzone
Harm's Way;Etats-Unis;2006;false;Chicago;1;0;0;0;0;0;0;0;0;0;0;Warzone;0
Hate;Pologne;NA;NA;NA;1;0;0;0;0;0;0;0;Temple;0;0;0;0
Hatebreed;Etats-Unis;1995;false;Bridgeport;5;0;Main;0;Main 02;0;0;Main 01;0;Main 02;0;Main 02;0
Hatesphere;Danemark;2000;false;NA;1;Main;0;0;0;0;0;0;0;0;0;0;0
Havok;Etats-Unis;2004;false;Denver;1;0;0;0;0;0;0;0;0;0;0;Altar;0
Hawk Eyes;Angleterre;2004;false;Leeds;1;0;0;0;0;0;0;0;0;0;Main 01;0;0
Hawkwind;Angleterre;1969-10;false;Ladbroke Grove;2;0;0;0;0;0;Terrorizer tent;0;0;0;0;0;Valley
Headcharger;France;1997;false;NA;1;0;0;0;0;0;Main 02;0;0;0;0;0;0
Heart Attack;France;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;Metal Corner;0;0
Heathen;Etats-Unis;1984;false;NA;1;0;0;0;0;0;0;0;Main 02;0;0;0;0
Heaven and Hell;Etats-Unis;2006-11;true;NA;1;0;0;0;Main 01;0;0;0;0;0;0;0;0
Heaven Shall Burn;Allemagne;1996;false;Saalfeld;3;0;0;0;Main 02;0;0;Main 02;0;0;0;Warzone;0
Heavenly;France;NA;false;NA;1;0;Main;0;0;0;0;0;0;0;0;0;0
Heaven's Basement;Angleterre;2008;true;Manchester;1;0;0;0;0;0;0;0;Main 01;0;0;0;0
Hegemon;France;1996;false;NA;1;0;0;0;0;0;0;0;0;0;0;Temple;0
Heidevolk;Pays-Bas;2002;false;NA;1;0;0;0;0;0;0;0;0;0;0;Temple;0
Hell Militia;France;2001;false;Paris;1;0;0;0;0;0;0;0;Temple;0;0;0;0
Hellmotel;France;NA;NA;NA;1;Hard n'Heavy stage;0;0;0;0;0;0;0;0;0;0;0
Helloween;Allemagne;1984;false;Hamburg;2;Main;0;Main;0;0;0;0;Main 02;0;0;0;0
Hellyeah;Etats-Unis;2006;false;United States;1;0;0;0;0;0;0;0;Main 02;0;0;0;0
Helmet;Etats-Unis;1989;false;New York;1;0;0;0;0;0;0;0;0;0;0;0;Valley
Hemoragy;France;2002;false;France;1;0;0;0;0;0;Main 02;0;0;0;0;0;0
Herder;Pays-Bas;NA;false;NA;1;0;0;0;0;0;0;0;0;Valley;0;0;0
Hermano;Etats-Unis;NA;false;NA;1;0;0;0;0;0;0;0;0;0;0;Valley;0
High on Fire;Etats-Unis;1998;false;Oakland;1;0;0;0;0;0;0;0;0;0;Valley;0;0
Hirax;Etats-Unis;1984;false;Los Angeles;1;0;0;0;0;0;0;0;0;0;0;0;Altar
Hollywood Undead;Etats-Unis;2005;false;NA;1;0;0;0;0;0;0;0;0;0;Main 01;0;0
Holyhell;Etats-Unis;2005;false;NA;1;0;0;0;Main 01;0;0;0;0;0;0;0;0
Homestell;France;2000-09;false;NA;1;0;Discover stage;0;0;0;0;0;0;0;0;0;0
Hooded Menace;Finlande;2007;false;NA;1;0;0;0;0;0;0;0;Altar;0;0;0;0
Hoods;Etats-Unis;NA;false;NA;1;0;0;0;0;0;0;Warzone;0;0;0;0;0
Hour of Penance;Italie;1999;false;NA;1;0;0;0;0;0;0;Altar;0;0;0;0;0
House of the Broken Promises;Etats-Unis;2007;false;Indio;1;0;0;0;0;0;0;0;0;Valley;0;0;0
Hypno5e;France;NA;false;NA;1;0;0;0;0;0;0;0;0;0;Altar;0;0
Hypocrisy;Suède;1990;false;Ludvika;2;0;0;0;0;Main 02;0;0;Altar;0;0;0;0
Iced Earth;Etats-Unis;1988;false;Tampa;1;0;0;Main;0;0;0;0;0;0;0;0;0
Iggy and the Stooges;Etats-Unis;1972;false;Ann Arbor;1;0;0;0;0;0;Main 01;0;0;0;0;0;0
Ignite;Etats-Unis;NA;NA;NA;1;Hard n'Heavy stage;0;0;0;0;0;0;0;0;0;0;0
Igorrr;France;30838;false;NA;1;0;0;0;0;0;0;0;0;0;0;0;Valley
Ihsahn;Norvège;27677;false;Notodden;3;0;0;0;0;Rock Hard tent;0;Temple;Temple;0;0;0;0
Ill Niño;Etats-Unis;1999;false;NA;1;0;0;0;0;0;0;0;0;0;0;0;Main 02
Immolation;Etats-Unis;1986;false;Yonkers;1;0;0;0;Rock Hard tent;0;0;0;0;0;0;0;0
Immortal;Norvège;NA;NA;NA;3;0;Main;0;0;Main 02;0;0;Temple;0;0;0;0
Impaled Nazarene;Finlande;1990-11;false;NA;2;0;0;Discover stage;0;0;0;0;0;Temple;0;0;0
Impiety;Singapour;1990;false;Singapore;1;0;0;0;0;0;0;0;0;Temple;0;0;0
Imply in All;France;1999-08;false;NA;1;0;Discover stage;0;0;0;0;0;0;0;0;0;0
Impureza;Espagne;NA;NA;NA;2;0;Discover stage;0;0;0;Rock Hard tent;0;0;0;0;0;0
In Extremo;Allemagne;1995;false;NA;2;0;0;0;0;0;0;Temple;0;0;Temple;0;0
In Flames;Suède;1990;false;Gothenburg;4;0;0;Main;0;0;Main 02;0;0;0;Main 02;0;Main 02
In Solitude;Suède;2002;true;NA;2;0;0;0;0;0;Terrorizer tent;0;0;Main 02;0;0;0
Incantation;Etats-Unis;NA;false;NA;1;0;0;0;0;0;0;0;0;Altar;0;0;0
Infectious Grooves;Etats-Unis;1990;false;United States;1;0;0;0;0;Main 01;0;0;0;0;0;0;0
Infestus;Allemagne;2003;false;NA;1;0;0;0;0;0;0;0;0;0;Temple;0;0
Inglorious;Angleterre;2014;false;NA;1;0;0;0;0;0;0;0;0;0;0;0;Main 02
Inquisition;"Colombie
";NA;NA;NA;2;0;0;0;0;0;0;0;Temple;0;0;Temple;0
Insanity Alert;Autriche;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;0;Warzone
Insomnium;Finlande;1997;false;Joensuu;2;0;0;0;0;0;0;Altar;0;0;0;Altar;0
Integrity;Etats-Unis;NA;NA;NA;2;0;0;0;0;0;0;Warzone;0;0;0;0;Warzone
Interlock;Angleterre;NA;false;NA;1;0;Discover stage;0;0;0;0;0;0;0;0;0;0
Iron Bastards;France;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;0;Metal Corner
Iron Maiden;Angleterre;1966;false;NA;1;0;0;0;0;0;0;0;0;Main 01;0;0;0
Iron Reagan;Etats-Unis;40928;false;NA;1;0;0;0;0;0;0;0;0;0;Main 02;0;0
Jambinai;Corée du Sud;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;Valley;0
Jane's Addiction;Etats-Unis;1986;false;Los Angeles;1;0;0;0;0;0;0;0;0;0;0;Valley;0
Jarboe;Etats-Unis;NA;false;NA;1;0;0;0;Terrorizer tent;0;0;0;0;0;0;0;0
Jared James Nichols;Etats-Unis;NA;false;NA;1;0;0;0;0;0;0;0;0;0;0;0;Main 02
Jello Biafra and the Guantanamo School of Medicine;Etats-Unis;2008;false;NA;1;0;0;0;0;Terrorizer tent;0;0;0;0;0;0;0
Jesus Cröst;Pays-Bas;1996;true;Rotterdam;1;0;0;0;0;0;0;Altar;0;0;0;0;0
Job for a Cowboy;Etats-Unis;2003-12;false;Glendale;1;0;0;Discover stage;0;0;0;0;0;0;0;0;0
Joe Satriani;Etats-Unis;20651;false;Westbury;1;0;0;0;0;0;0;0;0;0;0;Main 01;0
John Garcia;Etats-Unis;NA;false;NA;1;0;0;0;0;Terrorizer tent;0;0;0;0;0;0;0
Judas Priest;Angleterre;1969;false;Birmingham;2;0;0;0;0;0;Main 01;0;0;0;Main 01;0;0
Justin(e);France;2002-06;false;NA;1;0;0;0;0;0;0;0;Warzone;0;0;0;0
Kadavar;Allemagne;NA;NA;NA;2;0;0;0;0;0;0;0;0;Valley;0;Valley;0
Kaisen;France;NA;NA;NA;1;0;Discover stage;0;0;0;0;0;0;0;0;0;0
Kakothanasy;Suisse;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;Metal Corner;0
Kalisia;France;NA;false;NA;1;0;0;0;0;Rock Hard tent;0;0;0;0;0;0;0
Kampfar;Norvège;1994;false;NA;3;0;0;0;0;Rock Hard tent;0;0;Temple;0;0;Temple;0
Karma to Burn;Etats-Unis;1994;false;Morgantown;3;0;0;0;Main 02;0;Terrorizer tent;0;Valley;0;0;0;0
Karma Zero;France;NA;false;NA;1;0;0;0;0;0;0;0;Metal Corner;0;0;0;0
Kataklysm;Canada;1991;false;Montreal;2;0;0;0;Rock Hard tent;0;0;0;0;Altar;0;0;0
Katatonia;Suède;1991;false;Stockholm;3;0;0;Second stage;0;Rock Hard tent;0;0;0;0;0;Altar;0
Kause for Konflikt;France;NA;false;NA;1;0;0;0;0;0;0;0;0;0;Metal Corner;0;0
Keep of Kalessin;Norvège;1994;false;Trondheim;1;0;0;0;Rock Hard tent;0;0;0;0;0;0;0;0
KEN mode;Canada;36413;false;Winnipeg;1;0;0;0;0;0;Terrorizer tent;0;0;0;0;0;0
Khold;Norvège;2000;false;NA;1;0;0;0;0;0;0;0;0;0;Temple;0;0
Kickback;France;NA;false;NA;2;0;Gibson stage;0;Terrorizer tent;0;0;0;0;0;0;0;0
Killers;France;1984;false;NA;1;0;0;0;0;0;0;0;0;Main 01;0;0;0
Killing Joke;Angleterre;1979;false;London;2;0;0;0;Main 02;0;0;0;0;0;Main 02;0;0
Killswitch Engage;Etats-Unis;1999;false;Westfield;1;0;0;0;0;0;0;0;0;0;0;Warzone;0
King Diamond;Danemark;20620;false;NA;2;0;0;0;0;0;0;Main 02;0;0;0;Main 02;0
King Dude;Etats-Unis;NA;false;NA;1;0;0;0;0;0;0;0;0;0;0;Valley;0
Kiss;Etats-Unis;NA;NA;NA;2;0;0;0;0;Main 01;0;0;Main 01;0;0;0;0
Kissin' Dynamite;Allemagne;2006;false;NA;1;0;0;0;0;0;0;0;Main 01;0;0;0;0
Klone;France;NA;NA;NA;2;0;Discover stage;0;0;0;Main 02;0;0;0;0;0;0
KMFDM;Allemagne;30741;false;Paris;1;0;0;0;0;Main 01;0;0;0;0;0;0;0
Knuckledust;Angleterre;1996;false;London;1;Main;0;0;0;Terrorizer tent;0;0;0;0;0;0;0
Knut;Suisse;NA;NA;NA;1;Hard n'Heavy stage;0;0;0;0;Terrorizer tent;0;0;0;0;0;0
Ko?n;Etats-Unis;NA;NA;NA;3;0;0;0;0;0;0;0;Main 02;0;Main 01;Main 02;0
Kobra and the Lotus;Canada;2009;false;Calgary;1;0;0;0;0;0;0;Main 01;0;0;0;0;0
Koldbrann;Norvège;2001;false;NA;1;0;0;0;0;0;0;0;Temple;0;0;0;0
Komintern Sect;France;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;0;Warzone
Koritni;Australie;2006;false;NA;2;0;0;0;Main 01;0;0;Main 01;0;0;0;0;0
Korpiklaani;Finlande;2003;false;NA;4;0;Gibson stage;0;0;0;Rock Hard tent;0;Temple;0;0;Temple;0
Kreator;Allemagne;1982;false;NA;4;0;Main;0;0;0;Main 02;0;Main 02;0;0;0;Main 02
Krisiun;Brésil;1990;false;Ijuí;4;0;0;Discover stage;0;0;Rock Hard tent;0;Altar;0;0;0;Altar
Krokus;Suisse;1975;false;Solothurn;1;0;0;0;0;0;0;0;Main 01;0;0;0;0
Kronos;France;1994;false;NA;1;0;0;0;0;0;0;0;0;Altar;0;0;0
Kruger;Suisse;NA;false;NA;2;0;0;Discover stage;0;0;Terrorizer tent;0;0;0;0;0;0
Kvelertak;Norvège;2007;false;Stavanger;2;0;0;0;0;0;0;0;0;Warzone;0;Warzone;0
Kylesa;Etats-Unis;2001;false;Savannah;3;0;0;0;Terrorizer tent;0;Terrorizer tent;0;0;Valley;0;0;0
Kyuss;Etats-Unis;1987;true;Palm Desert;1;0;0;0;0;0;Terrorizer tent;0;0;0;0;0;0
L7;Etats-Unis;1985;true;Los Angeles;1;0;0;0;0;0;0;0;0;0;Main 02;0;0
Lacertilia;NA;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;Metal Corner;0
Lamb of God;Etats-Unis;NA;false;NA;2;0;0;0;0;0;0;Main 02;0;0;Main 02;0;0
Landmvrks;France;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;Metal Corner;0
Last Days of Humanity;Pays-Bas;1989;false;Noord-Brabant;1;0;0;0;0;0;Rock Hard tent;0;0;0;0;0;0
Last Resort;Angleterre;NA;false;NA;1;0;0;0;0;0;0;0;0;Warzone;0;0;0
Lasting Values;France;NA;NA;NA;1;0;0;0;0;0;0;Warzone;0;0;0;0;0
Lasting Values;France;NA;false;NA;1;0;0;0;0;0;0;Warzone;0;0;0;0;0
Le Bal des Enragés;France;40018;false;Ille-et-Vilaine;2;0;0;0;0;0;0;0;Warzone;0;0;Main 02;0
Leather Priest;France;NA;false;NA;1;0;0;0;0;0;0;0;0;0;Metal Corner;0;0
Lecherous Gaze;Etats-Unis;NA;false;NA;1;0;0;0;0;0;0;0;0;0;0;Valley;0
Leeway;Etats-Unis;1984;true;NA;1;Hard n'Heavy stage;0;0;0;0;0;0;0;0;0;0;0
Leftöver Crack;Etats-Unis;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;0;Warzone
Legion of the Damned;Pays-Bas;2005;false;Venlo;1;0;0;Second stage;0;0;0;0;0;0;0;0;0
Leng Tch'e;Belgique;2001;false;Ghent;1;0;0;0;0;0;0;0;0;0;Altar;0;0
Leprous;Norvège;2001;false;NA;1;0;0;0;0;0;0;0;Temple;0;0;0;0
Les Ramoneurs de Menhirs;France;2006-07;false;NA;2;0;0;0;0;0;0;0;0;0;Warzone;0;Warzone
Les Sales Majestés;France;1990;false;NA;1;0;0;0;0;0;0;0;0;0;0;Warzone;0
L'Esprit du Clan;France;1995;false;NA;1;0;0;0;0;0;0;Main 02;0;0;0;0;0
Lez Zeppelin;Etats-Unis;2004;false;New York;1;0;0;0;0;0;0;0;0;Main 01;0;0;0
Life of Agony;Etats-Unis;1989;true;Brooklyn;1;0;0;0;0;0;0;0;0;0;Valley;0;0
Limp Bizkit;Etats-Unis;1994;false;Jacksonville;1;0;0;0;0;0;0;0;0;0;Main 01;0;0
Linkin Park;Etats-Unis;1996;false;Agoura Hills;1;0;0;0;0;0;0;0;0;0;0;0;Main 01
Lion's Law;France;2012;false;Paris;1;0;0;0;0;0;0;0;0;0;Warzone;0;0
Liturgy;Etats-Unis;2003;false;NA;1;0;0;0;0;0;0;Temple;0;0;0;0;0
Lizzy Borden;Etats-Unis;23185;false;NA;1;0;0;0;0;0;0;Main 01;0;0;0;0;0
Lock Up;Angleterre;NA;NA;NA;1;0;0;0;0;0;0;Altar;0;0;0;0;0
Locus;Angleterre;NA;false;NA;1;Main;0;0;0;0;0;0;0;0;0;0;0
Lofofora;France;1989;false;NA;1;0;0;0;0;0;0;0;0;Main 01;0;0;0
Lordi;Finlande;1996;false;NA;1;0;0;0;0;0;0;0;Main 02;0;0;0;0
Los Disitentes del Sucio Motel;France;2005;false;Strasbourg;1;0;0;0;0;0;0;0;0;0;0;0;Valley
Lost Society;Finlande;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;Main 02;0;0
Loudblast;France;1986;false;NA;2;0;0;0;0;Rock Hard tent;0;0;0;Altar;0;0;0
Loudness;Japon;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;Main 01;0
Lowrider;Suède;NA;NA;NA;1;0;0;0;0;0;0;0;0;Valley;0;0;0
Ludwig von 88;France;1983;false;NA;1;0;0;0;0;0;0;0;0;0;0;Warzone;0
Lynyrd Skynyrd;Etats-Unis;1964;false;Jacksonville;1;0;0;0;0;0;0;Main 01;0;0;0;0;0
Lyzanxia;France;1996;false;NA;2;0;Gibson stage;0;0;0;Main 02;0;0;0;0;0;0
M.O.D.;Etats-Unis;NA;NA;NA;1;0;0;0;0;0;0;0;0;Main 02;0;0;0
Machete;France;NA;false;NA;1;0;0;0;0;0;0;0;0;0;Valley;0;0
Machine Head;Etats-Unis;NA;NA;NA;3;0;Main;0;Main 01;0;0;Main 02;0;0;0;0;0
Mad Sin;Allemagne;1987;false;Berlin;2;Main;0;0;Main 02;0;0;0;0;Warzone;0;0;0
Madball;Etats-Unis;1988;false;New York;3;Main;0;Second stage;0;0;0;Warzone;0;0;Warzone;0;0
Magma;France;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;Valley;0
Magrudergrind;Etats-Unis;2002;false;NA;1;0;0;0;0;Terrorizer tent;0;0;0;0;0;0;0
Malevolent Creation;Etats-Unis;1987;false;NA;1;0;0;0;0;0;Rock Hard tent;0;0;0;0;0;0
Malkavian;France;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;Metal Corner;0;0
Manigance;France;1995;false;NA;1;0;Gibson stage;0;0;0;0;0;0;0;0;0;0
Manilla Road;Etats-Unis;1977;false;Wichita;1;0;0;0;0;0;0;0;Valley;0;0;0;0
Manowar;Etats-Unis;1980;false;Auburn;1;0;0;0;Main 01;0;0;0;0;0;0;0;0
Mantar;Allemagne;NA;false;NA;1;0;0;0;0;0;0;0;0;0;0;Valley;0
Mantra;France;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;0;Metal Corner
Marduk;Suède;NA;NA;NA;4;0;0;Discover stage;0;Rock Hard tent;0;0;Temple;0;0;0;Temple
Marilyn Manson;Etats-Unis;25208;false;Canton;2;0;0;0;Main 01;0;0;0;0;0;Main 02;0;0
Mars Red Sky;France;2007;false;Bordeaux;2;0;0;0;0;0;0;0;0;Valley;0;0;Valley
Mass Hysteria;France;NA;false;NA;3;0;0;0;0;Main 01;0;0;Main 02;0;0;Main 02;0
Mastodon;Etats-Unis;1999;false;Atlanta;3;0;Main;0;Main 02;0;0;0;0;0;Valley;0;0
Matt Socks;NA;NA;false;NA;1;0;0;0;0;0;0;0;0;0;Metal Corner;0;0
Maximum the Hormone;Japon;1998;false;NA;1;0;0;0;0;0;Main 02;0;0;0;0;0;0
Mayhem;Norvège;NA;NA;NA;3;0;0;Second stage;0;0;Rock Hard tent;0;0;0;Temple;0;0
Megadeth;Etats-Unis;1983-06;false;Los Angeles;3;0;Main;0;0;0;0;Main 01;0;0;0;Main 01;0
Mekong Delta;Allemagne;1985;false;NA;1;0;0;0;0;0;Main 02;0;0;0;0;0;0
Melechesh;Pays-Bas;1993;false;Israel;2;0;0;0;Rock Hard tent;0;0;0;0;0;Temple;0;0
Melvins;Etats-Unis;1983;false;Montesano;2;0;0;0;0;0;Terrorizer tent;0;0;0;0;Valley;0
Merauder;Etats-Unis;1990;false;Brooklyn;1;0;0;0;0;0;0;0;0;0;Warzone;0;0
Mercyless;France;NA;NA;NA;1;0;0;0;0;0;0;0;0;Altar;0;0;0
Merrimack;France;1994;false;NA;1;0;0;0;0;0;0;Temple;0;0;0;0;0
Meshuggah;Suède;1987;false;Umeå;3;0;0;Main;0;0;Main 02;0;0;0;Altar;0;0
Metal Church;Etats-Unis;1984;false;San Francisco;1;0;0;0;0;0;0;0;0;0;0;0;Altar
Mgla;Pologne;2000;false;Kraków;1;0;0;0;0;0;0;0;0;0;0;Temple;0
Midnight Ghost Train;Etats-Unis;2008;false;Buffalo;1;0;0;0;0;0;0;0;0;0;Valley;0;0
Millencolin;Suède;33889;false;Örebro;1;0;0;0;0;0;0;0;0;Warzone;0;0;0
Ministry;Etats-Unis;1981;false;Chicago;2;0;0;Second stage;0;0;0;0;0;0;0;0;Main 01
Misanthrope;France;NA;NA;NA;2;0;0;Main;0;0;0;0;Altar;0;0;0;0
Misconduct;Suède;NA;false;NA;1;0;0;0;0;0;0;0;0;Warzone;0;0;0
Misery Index;Etats-Unis;2001;false;Baltimore;3;0;Gibson stage;0;Rock Hard tent;0;0;0;Altar;0;0;0;0
Misfits;Etats-Unis;1977-02;false;Lodi;2;0;0;0;Main 02;0;0;0;0;Warzone;0;0;0
Miss May I;Etats-Unis;2007;false;Troy;1;0;0;0;0;0;0;0;0;Main 02;0;0;0
Mistaken Element;France;1998;false;NA;1;0;Discover stage;0;0;0;0;0;0;0;0;0;0
Mobutu;France;NA;false;NA;1;0;0;0;0;0;0;0;0;0;Metal Corner;0;0
Moho;Espagne;2003;false;Madrid;1;0;Discover stage;0;0;0;0;0;0;0;0;0;0
Molly Hatchet;Etats-Unis;1975;false;Jacksonville;1;0;0;0;0;0;0;Main 01;0;0;0;0;0
Monarch!;France;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;Valley;0;0
Monarque;Canada;2003;false;NA;2;0;0;0;0;Terrorizer tent;0;0;0;0;0;0;Temple
Mondo Generator;Etats-Unis;1997;false;Van Nuys;1;0;0;0;0;Terrorizer tent;0;0;0;0;0;0;0
Monkey 3;Suisse;2001;false;Lausanne;3;0;0;0;0;Terrorizer tent;0;Valley;0;0;0;0;Valley
Monolithe;France;2001;false;NA;1;0;0;0;0;0;0;0;0;0;0;0;Temple
Monolord;Suède;2013;false;Gothenburg;1;0;0;0;0;0;0;0;0;0;0;Valley;0
Monster Magnet;Etats-Unis;1989;false;Red Bank;3;0;0;0;0;0;Terrorizer tent;0;0;Valley;0;0;Valley
Monstrosity;Etats-Unis;1990;false;NA;1;0;0;0;0;0;0;0;Altar;0;0;0;0
Moonreich;France;2008;false;Paris;1;0;0;0;0;0;0;0;0;0;0;Temple;0
Moonsorrow;Finlande;1995;false;Helsinki;3;0;0;0;Rock Hard tent;0;0;Temple;0;0;0;Temple;0
Moonspell;Portugal;1992;false;Amadora;3;0;Gibson stage;0;Rock Hard tent;0;0;0;Altar;0;0;0;0
Morbid Angel;Etats-Unis;1983;false;Tampa;3;0;0;Second stage;0;0;Main 02;0;Altar;0;0;0;0
Morgoth;Allemagne;NA;false;NA;2;0;0;0;0;0;Rock Hard tent;0;0;0;Altar;0;0
Morne;Etats-Unis;2005;false;NA;1;0;0;0;0;0;Terrorizer tent;0;0;0;0;0;0
